SSID,BSSID,Protocol
<HIDDEN>,08:cc:68:b4:5f:5a,802.11ac
<HIDDEN>,08:cc:68:b4:7f:7a,802.11ac
<HIDDEN>,08:cc:68:b4:af:44,802.11n
<HIDDEN>,08:cc:68:b4:af:45,802.11n
<HIDDEN>,08:cc:68:b5:f2:9d,802.11ac
<HIDDEN>,1c:e6:c7:0d:6c:d2,802.11n
<HIDDEN>,1c:e6:c7:0d:6c:d5,802.11n
<HIDDEN>,1c:e6:c7:0d:6c:da,802.11n
<HIDDEN>,1c:e6:c7:3e:60:c5,802.11n
<HIDDEN>,1c:e6:c7:3e:61:c4,802.11n
<HIDDEN>,1c:e6:c7:3e:61:c5,802.11n
<HIDDEN>,1c:e6:c7:5b:4a:fd,802.11n
<HIDDEN>,1c:e6:c7:f0:20:1a,802.11n
<HIDDEN>,1c:e6:c7:f0:20:1b,802.11n
<HIDDEN>,58:97:1e:56:56:22,802.11ac
<HIDDEN>,58:97:1e:56:56:23,802.11ac
<HIDDEN>,70:df:2f:ea:82:ab,802.11ac
<HIDDEN>,84:78:ac:c0:35:22,802.11ac
<HIDDEN>,a0:0f:37:4c:09:e4,802.11n
<HIDDEN>,a0:0f:37:4c:9f:8b,802.11ac
<HIDDEN>,a0:0f:37:4c:e6:84,802.11n
<HIDDEN>,a0:0f:37:4c:e6:8b,802.11ac
<HIDDEN>,d0:72:dc:53:63:34,802.11n
<HIDDEN>,d0:72:dc:53:63:3a,802.11ac
<HIDDEN>,d0:72:dc:53:63:3b,802.11ac
<HIDDEN>,d0:72:dc:53:63:fb,802.11ac
<HIDDEN>,d0:72:dc:5c:0a:d5,802.11n
<HIDDEN>,d0:72:dc:5c:0a:da,802.11ac
<HIDDEN>,d0:72:dc:5c:0a:db,802.11ac
'AC10-5G',9c:c9:eb:4d:6e:18,802.11ac
'AT_401_RAC_056905_WW_2273',26:e8:53:38:22:73,802.11n
'AT_401_RAC_056905_WW_8381',fa:b9:5a:57:83:81,802.11n
'AT_401_RAC_056905_WW_83c5',fa:b9:5a:57:83:c5,802.11n
'eduroam',08:cc:68:b4:5f:51,802.11n
'eduroam',08:cc:68:b4:7f:70,802.11n
'eduroam',08:cc:68:b4:af:41,802.11n
'eduroam',1c:e6:c7:0d:6c:df,802.11n
'eduroam',1c:e6:c7:3e:61:c1,802.11n
'eduroam',1c:e6:c7:5b:24:4e,802.11n
'eduroam',1c:e6:c7:5b:68:01,802.11n
'eduroam',1c:e6:c7:5b:68:06,802.11ac
'eduroam',58:97:1e:56:56:26,802.11ac
'eduroam',a0:0f:37:4c:e6:81,802.11n
'eduroam',a0:0f:37:4c:e6:8e,802.11ac
'eduroam',d0:72:dc:53:63:31,802.11n
'eduroam',d0:72:dc:53:63:3e,802.11ac
'eduroam',d0:72:dc:53:63:fe,802.11ac
'eduroam',d0:72:dc:5c:0a:d1,802.11n
'eduroam',d0:72:dc:5c:0a:de,802.11ac
'Global_Students',08:cc:68:b4:51:db,802.11ac
'Global_Students',08:cc:68:b4:7f:74,802.11n
'Global_Students',1c:e6:c7:0d:6c:d4,802.11n
'Global_Students',1c:e6:c7:0d:6c:db,802.11n
'Global_Students',1c:e6:c7:3e:61:c2,802.11n
'Global_Students',1c:e6:c7:5b:68:02,802.11n
'Global_Students',1c:e6:c7:5b:68:05,802.11ac
'Global_Students',1c:e6:c7:5b:89:32,802.11n
'Global_Students',58:97:1e:56:56:25,802.11ac
'Global_Students',a0:0f:37:4c:e6:8d,802.11ac
'Global_Students',d0:72:dc:53:63:32,802.11n
'Global_Students',d0:72:dc:53:63:3d,802.11ac
'Global_Students',d0:72:dc:53:63:fd,802.11ac
'Global_Students',d0:72:dc:5c:0a:d2,802.11n
'Global_Students',d0:72:dc:5c:0a:dd,802.11ac
'HA Staff',7e:45:58:21:18:f3,802.11n
'MAZZER-32650674',30:c6:f7:ea:ab:71,802.11n
'SDN-5',f2:9e:28:70:b4:5b,802.11ac
'SDN-VOICE',f6:9e:28:70:b4:5b,802.11ac
'uniwide',08:cc:68:b4:51:de,802.11ac
'uniwide',08:cc:68:b4:5f:50,802.11n
'uniwide',08:cc:68:b4:5f:5f,802.11ac
'uniwide',08:cc:68:b4:af:40,802.11n
'uniwide',1c:e6:c7:0d:6c:de,802.11n
'uniwide',1c:e6:c7:3e:60:c0,802.11n
'uniwide',1c:e6:c7:3e:61:c0,802.11n
'uniwide',1c:e6:c7:5b:24:4f,802.11n
'uniwide',1c:e6:c7:5b:4a:fe,802.11n
'uniwide',1c:e6:c7:5b:68:07,802.11ac
'uniwide',1c:e6:c7:5b:89:37,802.11ac
'uniwide',58:97:1e:56:56:27,802.11ac
'uniwide',70:df:2f:ea:82:af,802.11ac
'uniwide',84:78:ac:c0:35:27,802.11ac
'uniwide',a0:0f:37:4c:e6:8f,802.11ac
'uniwide',d0:72:dc:53:63:30,802.11n
'uniwide',d0:72:dc:53:63:3f,802.11ac
'uniwide',d0:72:dc:53:63:ff,802.11ac
'uniwide',d0:72:dc:5c:0a:d0,802.11n
'uniwide',d0:72:dc:5c:0a:df,802.11ac
'UNSW Guest',08:cc:68:b4:51:dc,802.11ac
'UNSW Guest',08:cc:68:b4:5f:53,802.11n
'UNSW Guest',08:cc:68:b4:5f:5c,802.11ac
'UNSW Guest',08:cc:68:b4:7f:73,802.11n
'UNSW Guest',08:cc:68:b4:7f:7c,802.11ac
'UNSW Guest',1c:e6:c7:0d:6c:d3,802.11n
'UNSW Guest',1c:e6:c7:3e:61:c3,802.11n
'UNSW Guest',1c:e6:c7:5b:68:03,802.11n
'UNSW Guest',1c:e6:c7:5b:68:04,802.11ac
'UNSW Guest',1c:e6:c7:5b:89:33,802.11n
'UNSW Guest',1c:e6:c7:5b:89:34,802.11ac
'UNSW Guest',1c:e6:c7:f0:20:1c,802.11n
'UNSW Guest',58:97:1e:56:56:24,802.11ac
'UNSW Guest',58:97:1e:56:56:2c,802.11n
'UNSW Guest',a0:0f:37:4c:e6:8c,802.11ac
'UNSW Guest',d0:72:dc:53:63:33,802.11n
'UNSW Guest',d0:72:dc:53:63:3c,802.11ac
'UNSW Guest',d0:72:dc:5c:0a:d3,802.11n
'UNSW Guest',d0:72:dc:5c:0a:dc,802.11ac
'Warrane Staff',78:45:58:21:00:17,802.11n
'Warrane Staff',78:45:58:21:18:f3,802.11n
<HIDDEN>,08:cc:68:b4:51:d2,802.11n
<HIDDEN>,08:cc:68:b4:51:d5,802.11n
<HIDDEN>,08:cc:68:b4:5a:15,802.11n
<HIDDEN>,08:cc:68:b4:5f:d5,802.11n
<HIDDEN>,08:cc:68:b4:8d:7a,802.11ac
<HIDDEN>,08:cc:68:b4:8d:7d,802.11ac
<HIDDEN>,08:cc:68:b5:c7:ea,802.11ac
<HIDDEN>,08:cc:68:b5:da:da,802.11ac
<HIDDEN>,08:cc:68:b5:da:dd,802.11ac
<HIDDEN>,08:cc:68:b5:f2:92,802.11n
<HIDDEN>,08:cc:68:b5:f2:95,802.11n
<HIDDEN>,18:80:90:91:1a:5a,802.11ac
<HIDDEN>,18:80:90:91:1a:5d,802.11ac
<HIDDEN>,1c:e6:c7:0d:6c:dd,802.11n
<HIDDEN>,1c:e6:c7:3e:da:b2,802.11n
<HIDDEN>,1c:e6:c7:3e:da:b5,802.11ac
<HIDDEN>,1c:e6:c7:3e:db:22,802.11ac
<HIDDEN>,1c:e6:c7:3e:db:25,802.11ac
<HIDDEN>,1c:e6:c7:3e:db:2a,802.11n
<HIDDEN>,1c:e6:c7:3e:db:7d,802.11n
<HIDDEN>,1c:e6:c7:5b:4a:f2,802.11n
<HIDDEN>,1c:e6:c7:5b:4a:f5,802.11n
<HIDDEN>,1c:e6:c7:5b:4a:fa,802.11n
<HIDDEN>,1c:e6:c7:5b:68:0a,802.11n
<HIDDEN>,1c:e6:c7:e0:1f:22,802.11n
<HIDDEN>,1c:e6:c7:e1:d4:9a,802.11n
<HIDDEN>,1c:e6:c7:e1:d4:9b,802.11n
<HIDDEN>,40:ed:00:4b:71:c2,802.11n
<HIDDEN>,a0:0f:37:4c:9f:84,802.11n
<HIDDEN>,a0:0f:37:4c:9f:85,802.11n
<HIDDEN>,a0:0f:37:4c:9f:8a,802.11ac
<HIDDEN>,a0:0f:37:4c:e6:85,802.11n
<HIDDEN>,a0:0f:37:4c:e6:8a,802.11ac
<HIDDEN>,c6:9e:28:70:b4:5b,802.11ac
'_Superloop-NewCollege5Ghz',d8:38:fc:df:10:ac,802.11ac
'AC12',a4:2b:8c:57:10:a4,802.11n
'AT_401_RAC_056905_WW_154e',de:03:98:c7:15:4e,802.11n
'eduroam',08:cc:68:b4:51:df,802.11ac
'eduroam',08:cc:68:b4:5a:1f,802.11ac
'eduroam',08:cc:68:b4:5f:d0,802.11n
'eduroam',08:cc:68:b4:8d:7f,802.11ac
'eduroam',08:cc:68:b5:da:df,802.11ac
'eduroam',08:cc:68:b5:f2:90,802.11n
'eduroam',18:80:90:91:1a:5f,802.11ac
'eduroam',1c:e6:c7:0d:6c:d0,802.11n
'eduroam',1c:e6:c7:3e:da:b0,802.11n
'eduroam',1c:e6:c7:3e:da:b7,802.11ac
'eduroam',1c:e6:c7:3e:db:27,802.11ac
'eduroam',1c:e6:c7:3e:db:2f,802.11n
'eduroam',1c:e6:c7:5b:4a:f0,802.11n
'eduroam',1c:e6:c7:5b:4a:f7,802.11ac
'eduroam',1c:e6:c7:5b:4a:ff,802.11n
'eduroam',1c:e6:c7:f0:1b:d7,802.11ac
'eduroam',58:97:1e:56:4d:27,802.11ac
'Global_Students',08:cc:68:b4:58:14,802.11n
'Global_Students',08:cc:68:b4:5a:1b,802.11ac
'Global_Students',08:cc:68:b4:8d:7b,802.11ac
'Global_Students',08:cc:68:b5:48:0b,802.11ac
'Global_Students',08:cc:68:b5:da:db,802.11ac
'Global_Students',18:80:90:91:1a:5b,802.11ac
'Global_Students',1c:e6:c7:0d:6c:d3,802.11ac
'Global_Students',1c:e6:c7:3e:da:b3,802.11ac
'Global_Students',1c:e6:c7:3e:db:23,802.11ac
'Global_Students',1c:e6:c7:5b:4a:f3,802.11ac
'Global_Students',1c:e6:c7:5b:4a:f4,802.11n
'Global_Students',1c:e6:c7:5b:4a:fb,802.11n
'Global_Students',1c:e6:c7:5b:89:3d,802.11n
'Global_Students',1c:e6:c7:e0:1f:2b,802.11n
'Global_Students',1c:e6:c7:e1:d4:9d,802.11n
'homenet502',e8:48:b8:62:96:ba,802.11ax
'homenet502',e8:48:b8:62:96:bc,802.11ax
'NC Admin',d8:38:fc:5f:10:ac,802.11ac
'Optus_19715D_5GHz',48:d2:4f:19:71:60,802.11ac
'Superloop-New College',d8:38:fc:1f:10:ac,802.11ac
'uniwide',08:cc:68:b4:5a:11,802.11n
'uniwide',08:cc:68:b4:5f:d1,802.11n
'uniwide',08:cc:68:b4:7f:71,802.11n
'uniwide',08:cc:68:b4:9a:5e,802.11ac
'uniwide',08:cc:68:b5:f2:91,802.11n
'uniwide',18:80:90:91:1a:5e,802.11ac
'uniwide',1c:e6:c7:0d:6c:d1,802.11n
'uniwide',1c:e6:c7:0d:6c:d6,802.11ac
'uniwide',1c:e6:c7:3e:da:b1,802.11n
'uniwide',1c:e6:c7:3e:da:b6,802.11ac
'uniwide',1c:e6:c7:3e:db:26,802.11ac
'uniwide',1c:e6:c7:3e:db:2e,802.11n
'uniwide',1c:e6:c7:3e:db:76,802.11ac
'uniwide',1c:e6:c7:5b:4a:f1,802.11n
'uniwide',1c:e6:c7:5b:4a:f6,802.11ac
'uniwide',1c:e6:c7:e0:1f:21,802.11n
'uniwide',1c:e6:c7:e1:d4:9e,802.11n
'uniwide',1c:e6:c7:f0:1b:d6,802.11ac
'uniwide',58:97:1e:56:4d:26,802.11ac
'uniwide',a0:0f:37:4c:e6:80,802.11n
'UNSW Guest',08:cc:68:b4:51:d3,802.11n
'UNSW Guest',08:cc:68:b4:5f:d3,802.11n
'UNSW Guest',08:cc:68:b5:da:dc,802.11ac
'UNSW Guest',08:cc:68:b5:f2:93,802.11n
'UNSW Guest',08:cc:68:b5:f2:9c,802.11ac
'UNSW Guest',08:cc:68:b5:f2:f3,802.11n
'UNSW Guest',18:80:90:91:1a:5c,802.11ac
'UNSW Guest',1c:e6:c7:0d:6c:d4,802.11ac
'UNSW Guest',1c:e6:c7:0d:6c:dc,802.11n
'UNSW Guest',1c:e6:c7:3e:da:b4,802.11ac
'UNSW Guest',1c:e6:c7:3e:db:24,802.11ac
'UNSW Guest',1c:e6:c7:3e:db:2c,802.11n
'UNSW Guest',1c:e6:c7:5b:4a:f3,802.11n
'UNSW Guest',1c:e6:c7:5b:4a:f4,802.11ac
'UNSW Guest',1c:e6:c7:5b:4a:fc,802.11n
'UNSW Guest',70:db:98:66:0e:0c,802.11ac
'UNSW Guest',a0:0f:37:4c:e6:83,802.11n
'WirelessNetwork',ea:9e:28:70:b4:5b,802.11ac
<HIDDEN>,08:cc:68:b4:5f:5b,802.11ac
<HIDDEN>,08:cc:68:b4:5f:d2,802.11n
<HIDDEN>,08:cc:68:b4:81:1a,802.11ac
<HIDDEN>,08:cc:68:b4:8f:cd,802.11ac
<HIDDEN>,08:cc:68:b4:9e:32,802.11n
<HIDDEN>,08:cc:68:b5:c7:e2,802.11n
<HIDDEN>,08:cc:68:b5:c7:e5,802.11n
<HIDDEN>,08:cc:68:b5:c7:ed,802.11ac
<HIDDEN>,08:cc:68:b5:f2:fd,802.11ac
<HIDDEN>,1c:e6:c7:0d:6a:12,802.11ac
<HIDDEN>,1c:e6:c7:3e:da:b5,802.11n
<HIDDEN>,1c:e6:c7:3e:db:2d,802.11n
<HIDDEN>,1c:e6:c7:3e:db:72,802.11n
<HIDDEN>,1c:e6:c7:5b:4a:f5,802.11ac
<HIDDEN>,1c:e6:c7:5b:89:35,802.11n
<HIDDEN>,3a:74:f5:65:90:e8,802.11ax
<HIDDEN>,70:db:98:66:0e:0a,802.11ac
<HIDDEN>,70:db:98:66:0e:0d,802.11ac
<HIDDEN>,86:45:58:21:19:76,802.11n
<HIDDEN>,8c:85:80:f9:e5:b5,802.11n
<HIDDEN>,d0:72:dc:3b:01:3a,802.11ac
<HIDDEN>,d0:72:dc:3b:01:3d,802.11ac
'71',08:bf:b8:61:be:24,802.11ax
'71 Guest',6a:bf:b8:61:be:25,802.11ax
'AC10-2.4G',9c:c9:eb:4d:6e:16,802.11n
'ANFF_STAFF',9a:a6:7e:50:ca:75,802.11ax
'ANFF_STAFF',9a:a6:7e:57:21:66,802.11ax
'ANFF_STAFF',9a:a6:7e:57:21:67,802.11ax
'ANFF_STAFF3',9a:a6:7e:57:2f:d6,802.11ax
'AT_401_RAC_056905_WW_06fc',de:03:98:c7:06:fc,802.11n
'AT_401_RAC_056905_WW_9307',de:03:98:fd:93:07,802.11n
'AT_401_RAC_056905_WW_dae1',de:03:98:9f:da:e1,802.11n
'eduroam',08:cc:68:b4:8f:cf,802.11ac
'eduroam',08:cc:68:b4:9e:30,802.11n
'eduroam',08:cc:68:b5:96:7f,802.11ac
'eduroam',08:cc:68:b5:c7:e0,802.11n
'eduroam',08:cc:68:b5:f2:9f,802.11ac
'eduroam',1c:e6:c7:0d:6a:17,802.11ac
'eduroam',1c:e6:c7:3e:db:77,802.11ac
'eduroam',1c:e6:c7:e0:1f:20,802.11n
'eduroam',70:db:98:66:0e:0f,802.11ac
'eduroam',a0:0f:37:4c:9f:81,802.11n
'eduroam',d0:72:dc:3b:01:3f,802.11ac
'Global_Students',08:cc:68:b4:5f:d4,802.11n
'Global_Students',08:cc:68:b4:8f:cb,802.11ac
'Global_Students',08:cc:68:b4:9e:34,802.11n
'Global_Students',08:cc:68:b5:c7:e4,802.11n
'Global_Students',08:cc:68:b5:f2:9b,802.11ac
'Global_Students',1c:e6:c7:0d:6a:13,802.11ac
'Global_Students',1c:e6:c7:3e:da:b4,802.11n
'Global_Students',1c:e6:c7:3e:db:2b,802.11n
'Global_Students',1c:e6:c7:3e:db:73,802.11ac
'Global_Students',1c:e6:c7:e0:1f:24,802.11n
'Global_Students',70:db:98:66:0e:0b,802.11ac
'Global_Students',d0:72:dc:3b:01:3b,802.11ac
'HA Staff',7e:45:58:21:19:76,802.11n
'HPDeskjet2131',d4:6e:0e:36:71:28,802.11n
'MyRouter',28:74:f5:65:90:e7,802.11ax
'MyRouter',28:74:f5:65:90:e8,802.11ax
'NETGEAR56',10:7b:44:c4:22:40,802.11n
'Superloop-ShalomCollege-2.4ghz',84:18:3a:18:5c:29,802.11n
'Telstra_93_NBN',f4:6b:ef:a9:3f:25,802.11n
'uniwide',08:cc:68:b4:54:c1,802.11n
'uniwide',08:cc:68:b4:8d:7e,802.11ac
'uniwide',08:cc:68:b4:8f:ce,802.11ac
'uniwide',08:cc:68:b4:9e:31,802.11n
'uniwide',08:cc:68:b5:c7:e1,802.11n
'uniwide',08:cc:68:b5:c7:ee,802.11ac
'uniwide',08:cc:68:b5:f2:9e,802.11ac
'uniwide',1c:e6:c7:0d:6a:16,802.11ac
'uniwide',70:db:98:66:0e:0e,802.11ac
'uniwide',d0:72:dc:3b:01:3e,802.11ac
'UNSW Guest',08:cc:68:b5:c7:e3,802.11n
'UNSW Guest',1c:e6:c7:0d:6a:14,802.11ac
'UNSW Guest',1c:e6:c7:3e:da:b3,802.11n
'UNSW Guest',1c:e6:c7:3e:db:74,802.11ac
'UNSW Guest',1c:e6:c7:e0:1f:23,802.11n
'UNSW Guest',a0:0f:37:4c:9f:83,802.11n
'UNSW Guest',d0:72:dc:3b:01:3c,802.11ac
<HIDDEN>,08:cc:68:b4:98:fa,802.11ac
<HIDDEN>,08:cc:68:b4:9a:52,802.11n
<HIDDEN>,08:cc:68:b4:9a:5d,802.11ac
<HIDDEN>,08:cc:68:b4:9e:35,802.11n
<HIDDEN>,08:cc:68:b4:a3:da,802.11ac
<HIDDEN>,08:cc:68:b5:93:bd,802.11ac
<HIDDEN>,08:cc:68:b5:d7:82,802.11n
<HIDDEN>,08:cc:68:b5:d7:85,802.11n
<HIDDEN>,08:cc:68:b5:ef:2a,802.11ac
<HIDDEN>,08:cc:68:b5:f2:9a,802.11ac
<HIDDEN>,08:cc:68:b5:f2:fa,802.11ac
<HIDDEN>,1c:d1:e0:56:cc:eb,802.11ac
<HIDDEN>,1c:e6:c7:3e:db:72,802.11ac
<HIDDEN>,1c:e6:c7:3e:db:75,802.11ac
<HIDDEN>,1c:e6:c7:e0:1a:24,802.11n
<HIDDEN>,1c:e6:c7:e0:1a:25,802.11n
<HIDDEN>,1c:e6:c7:e0:1a:2a,802.11n
<HIDDEN>,1c:e6:c7:e1:d4:92,802.11ac
<HIDDEN>,1c:e6:c7:e1:d4:93,802.11ac
<HIDDEN>,24:16:9d:24:05:2a,802.11ac
<HIDDEN>,58:97:1e:56:4d:25,802.11n
<HIDDEN>,58:ac:78:a3:ab:3d,802.11ac
<HIDDEN>,84:78:ac:98:4d:dd,802.11n
'AC99',94:a6:7e:b2:bf:4b,802.11n
'eduroam',08:cc:68:b4:54:c0,802.11n
'eduroam',08:cc:68:b4:98:ff,802.11ac
'eduroam',08:cc:68:b5:ab:bf,802.11ac
'eduroam',08:cc:68:b5:ef:2f,802.11ac
'eduroam',08:cc:68:b5:f2:ff,802.11ac
'eduroam',08:cc:68:b5:f4:4f,802.11ac
'eduroam',1c:e6:c7:3e:27:e7,802.11ac
'eduroam',1c:e6:c7:3e:27:ef,802.11n
'eduroam',1c:e6:c7:3e:db:20,802.11n
'eduroam',1c:e6:c7:e0:1a:20,802.11n
'eduroam',1c:e6:c7:e0:1a:27,802.11ac
'eduroam',1c:e6:c7:e0:1a:2f,802.11n
'eduroam',1c:e6:c7:e1:d4:90,802.11n
'eduroam',1c:e6:c7:e1:d4:97,802.11ac
'eduroam',1c:e6:c7:e1:d4:9f,802.11n
'eduroam',1c:e6:c7:f0:16:47,802.11ac
'eduroam',24:16:9d:24:05:2f,802.11ac
'eduroam',58:ac:78:a3:ab:30,802.11n
'eduroam',58:ac:78:b0:38:bf,802.11ac
'eduroam',d0:72:dc:3b:01:30,802.11n
'eduroam',d0:72:dc:5c:0e:b0,802.11n
'Global_Students',08:cc:68:b4:54:c4,802.11n
'Global_Students',08:cc:68:b4:98:fb,802.11ac
'Global_Students',08:cc:68:b5:93:bb,802.11ac
'Global_Students',08:cc:68:b5:ab:bb,802.11ac
'Global_Students',08:cc:68:b5:d7:84,802.11n
'Global_Students',08:cc:68:b5:f2:fb,802.11ac
'Global_Students',08:cc:68:b5:f3:9b,802.11ac
'Global_Students',08:cc:68:b5:f4:4b,802.11ac
'Global_Students',1c:d1:e0:56:cc:ec,802.11ac
'Global_Students',1c:e6:c7:3e:27:eb,802.11n
'Global_Students',1c:e6:c7:3e:db:24,802.11n
'Global_Students',1c:e6:c7:3e:db:7b,802.11n
'Global_Students',1c:e6:c7:e1:d4:95,802.11ac
'Global_Students',1c:e6:c7:f0:16:43,802.11ac
'Global_Students',24:16:9d:24:05:2b,802.11ac
'Global_Students',58:ac:78:a3:ab:34,802.11n
'Global_Students',58:ac:78:a3:ab:3b,802.11ac
'Global_Students',84:78:ac:98:4f:1b,802.11n
'Global_Students',a0:0f:37:4c:09:e2,802.11n
'Global_Students',a0:0f:37:4c:9f:82,802.11n
'Global_Students',d0:72:dc:5c:0e:b2,802.11n
'uniwide',00:35:1a:3e:25:61,802.11n
'uniwide',08:cc:68:b4:98:fe,802.11ac
'uniwide',08:cc:68:b5:ab:b1,802.11n
'uniwide',08:cc:68:b5:d7:81,802.11n
'uniwide',08:cc:68:b5:ef:2e,802.11ac
'uniwide',08:cc:68:b5:f2:fe,802.11ac
'uniwide',08:cc:68:b5:f4:4e,802.11ac
'uniwide',1c:d1:e0:56:cc:ee,802.11ac
'uniwide',1c:e6:c7:3e:27:e6,802.11ac
'uniwide',1c:e6:c7:3e:27:ee,802.11n
'uniwide',1c:e6:c7:3e:db:21,802.11n
'uniwide',1c:e6:c7:e0:1a:26,802.11ac
'uniwide',1c:e6:c7:e0:1a:2e,802.11n
'uniwide',1c:e6:c7:e1:d4:96,802.11ac
'uniwide',1c:e6:c7:f0:16:46,802.11ac
'uniwide',1c:e6:c7:f0:20:17,802.11ac
'uniwide',24:16:9d:24:05:2e,802.11ac
'uniwide',58:ac:78:a3:ad:0e,802.11ac
'uniwide',84:78:ac:98:4f:16,802.11ac
'uniwide',d0:72:dc:3b:01:31,802.11n
'uniwide',d0:72:dc:5c:0e:b1,802.11n
'uniwide',d0:72:dc:5c:0e:be,802.11ac
'UNSW Guest',08:cc:68:b4:98:fc,802.11ac
'UNSW Guest',08:cc:68:b4:9e:33,802.11n
'UNSW Guest',08:cc:68:b4:a3:dc,802.11ac
'UNSW Guest',08:cc:68:b4:c2:4c,802.11ac
'UNSW Guest',08:cc:68:b5:d7:83,802.11n
'UNSW Guest',08:cc:68:b5:ef:2c,802.11ac
'UNSW Guest',08:cc:68:b5:f2:fc,802.11ac
'UNSW Guest',08:cc:68:b5:f4:4c,802.11ac
'UNSW Guest',1c:d1:e0:56:cc:ed,802.11ac
'UNSW Guest',1c:e6:c7:0d:98:f4,802.11ac
'UNSW Guest',1c:e6:c7:3e:db:23,802.11n
'UNSW Guest',1c:e6:c7:3e:db:73,802.11n
'UNSW Guest',1c:e6:c7:3e:db:7c,802.11n
'UNSW Guest',1c:e6:c7:e0:1a:24,802.11ac
'UNSW Guest',1c:e6:c7:e1:d4:94,802.11ac
'UNSW Guest',1c:e6:c7:e1:d4:9c,802.11n
'UNSW Guest',1c:e6:c7:f0:16:44,802.11ac
'UNSW Guest',24:16:9d:24:05:2c,802.11ac
'UNSW Guest',d0:72:dc:3b:01:33,802.11n
'UNSW Guest',d0:72:dc:5c:0e:b3,802.11n
<HIDDEN>,08:cc:68:b4:ba:2b,802.11ac
<HIDDEN>,08:cc:68:b4:c3:1b,802.11ac
<HIDDEN>,08:cc:68:b4:e3:aa,802.11ac
<HIDDEN>,08:cc:68:b5:de:cb,802.11ac
<HIDDEN>,1c:e6:c7:5b:68:0b,802.11n
<HIDDEN>,1c:e6:c7:f0:20:12,802.11ac
<HIDDEN>,1c:e6:c7:f0:20:13,802.11ac
<HIDDEN>,26:5a:4c:c5:79:fe,802.11ac
<HIDDEN>,58:97:1e:56:4d:22,802.11ac
<HIDDEN>,58:97:1e:56:56:2b,802.11n
<HIDDEN>,8a:45:58:21:18:b7,802.11n
<HIDDEN>,8a:45:58:22:18:b7,802.11ac
<HIDDEN>,d0:72:dc:53:63:35,802.11n
<HIDDEN>,d0:72:dc:53:63:f5,802.11n
<HIDDEN>,d0:72:dc:53:63:fa,802.11ac
<HIDDEN>,e0:46:9a:3d:68:96,802.11n
'_Superloop-NewCollege5Ghz',d8:38:fc:df:12:cc,802.11ac
'eduroam',08:cc:68:b4:51:d0,802.11n
'eduroam',08:cc:68:b4:5f:5e,802.11ac
'eduroam',08:cc:68:b4:a1:5e,802.11ac
'eduroam',08:cc:68:b4:c3:1e,802.11ac
'eduroam',08:cc:68:b5:9c:30,802.11n
'eduroam',1c:e6:c7:5b:68:0e,802.11n
'eduroam',1c:e6:c7:f0:20:16,802.11ac
'eduroam',44:ad:d9:60:be:d6,802.11ac
'Global_Students',08:cc:68:b4:51:d4,802.11n
'Global_Students',08:cc:68:b4:5a:14,802.11n
'Global_Students',08:cc:68:b4:5f:5d,802.11ac
'Global_Students',08:cc:68:b4:8d:74,802.11n
'Global_Students',08:cc:68:b4:ac:f4,802.11n
'Global_Students',08:cc:68:b4:ba:2d,802.11ac
'Global_Students',08:cc:68:b4:c3:1d,802.11ac
'Global_Students',1c:e6:c7:f0:20:15,802.11ac
'Global_Students',1c:e6:c7:f0:20:1d,802.11n
'Global_Students',44:ad:d9:60:be:d5,802.11ac
'HA Staff',82:45:58:22:18:b7,802.11ac
'NC Admin',d8:38:fc:5f:12:cc,802.11ac
'Superloop-New College',d8:38:fc:1f:12:cc,802.11ac
'uniwide',08:cc:68:b4:51:d1,802.11n
'uniwide',08:cc:68:b4:56:8e,802.11ac
'uniwide',08:cc:68:b4:7d:ee,802.11ac
'uniwide',08:cc:68:b4:8d:71,802.11n
'uniwide',08:cc:68:b4:ba:2f,802.11ac
'uniwide',08:cc:68:b5:48:0e,802.11ac
'uniwide',08:cc:68:b5:da:de,802.11ac
'uniwide',1c:e6:c7:f0:20:1f,802.11n
'uniwide',44:ad:d9:60:be:d7,802.11ac
'uniwide',d0:72:dc:53:63:f0,802.11n
'UNSW Guest',08:cc:68:b4:56:6c,802.11ac
'UNSW Guest',08:cc:68:b4:e3:ac,802.11ac
'UNSW Guest',1c:e6:c7:f0:20:14,802.11ac
'UNSW Guest',44:ad:d9:60:be:d4,802.11ac
'UNSW Guest',58:97:1e:56:4d:24,802.11ac
'UNSW Guest',d0:72:dc:53:63:f3,802.11n
'UNSW Guest',d0:72:dc:53:63:fc,802.11ac
'Warrane Staff',78:45:58:1d:fe:05,802.11n
'Warrane Staff',7e:45:58:22:18:b7,802.11ac
<HIDDEN>,08:cc:68:b4:a7:6b,802.11ac
<HIDDEN>,1c:e6:c7:0d:72:aa,802.11n
<HIDDEN>,1c:e6:c7:5b:24:4a,802.11n
<HIDDEN>,1c:e6:c7:f0:20:14,802.11n
<HIDDEN>,58:97:1e:56:56:2a,802.11n
<HIDDEN>,58:97:1e:b2:34:63,802.11ac
<HIDDEN>,70:df:2f:ea:82:a5,802.11n
<HIDDEN>,84:78:ac:c0:35:25,802.11n
<HIDDEN>,d4:c9:3c:c1:9e:db,802.11ac
<HIDDEN>,e2:08:bd:47:78:66,802.11ac
<HIDDEN>,fa:cc:8c:06:08:73,802.11n
'eduroam',08:cc:68:b4:50:11,802.11n
'eduroam',08:cc:68:b4:50:1e,802.11ac
