Time,OS,Network Interface,GPS Latitude,GPS Longitude,GPS Accuracy (meters),SSID,BSSID,Wi-Fi Standard,Frequency,Network Channel,Channel Width (in MHz),RSSI (in dBm),Noise Level (in dBm),Public IP Address,Network Delay (in ms)
1696983464,MACOS,Airport,,,,uniwide,1c:e6:c7:3e:60:c7,,2.4GHz,52,-86,40,-95,,
1696983464,MACOS,Airport,,,,uniwide,08:cc:68:b4:a1:61,,5GHz,1,-84,20,-90,,
1696983464,MACOS,Airport,,,,eduroam,1c:e6:c7:5b:30:17,,2.4GHz,64,-89,40,-93,,
1696983464,MACOS,Airport,,,,eduroam,1c:e6:c7:f0:1a:8f,,2.4GHz,48,-92,40,-92,,
1696983464,MACOS,Airport,,,,Global_Students,1c:e6:c7:5b:30:13,,2.4GHz,64,-89,40,-93,,
1696983464,MACOS,Airport,,,,Global_Students,7c:0e:ce:dc:5d:03,,5GHz,1,-69,20,-87,,
1696983464,MACOS,Airport,,,,eduroam,d0:c7:89:67:82:bf,,2.4GHz,149,-91,40,-95,,
1696983464,MACOS,Airport,,,,Global_Students,58:97:1e:56:1e:83,,2.4GHz,64,-92,40,-96,,
1696983464,MACOS,Airport,,,,eduroam,f0:9e:63:14:89:e0,,5GHz,6,-89,20,-89,,
1696983464,MACOS,Airport,,,,eduroam,08:cc:68:b4:ae:df,,2.4GHz,100,-75,40,-96,,
1696983464,MACOS,Airport,,,,UNSW Guest,d0:c7:89:67:82:b4,,2.4GHz,149,-85,20,-94,,
1696983464,MACOS,Airport,,,,Global_Students,f0:9e:63:1c:b4:63,,5GHz,1,-87,20,-90,,
1696983464,MACOS,Airport,,,,eduroam,08:cc:68:b4:a1:6f,,2.4GHz,64,-90,40,-93,,
1696983464,MACOS,Airport,,,,uniwide,f0:9e:63:14:94:6e,,2.4GHz,44,-87,40,-93,,
1696983464,MACOS,Airport,,,,UNSW Guest,08:cc:68:b4:92:53,,5GHz,11,-80,20,-89,,
1696983464,MACOS,Airport,,,,uniwide,08:cc:68:b4:ae:d1,,5GHz,1,-74,20,-87,,
1696983464,MACOS,Airport,,,,eduroam,a8:9d:21:5c:c2:ff,,2.4GHz,132,-87,40,-95,,
1696983464,MACOS,Airport,,,,uniwide,1c:e6:c7:f0:1f:ce,,2.4GHz,64,-92,40,-93,,
1696983464,MACOS,Airport,,,,eduroam,f0:9e:63:14:a1:00,,5GHz,1,-84,20,-90,,
1696983464,MACOS,Airport,,,,UNSW Guest,08:cc:68:b4:ae:d3,,5GHz,1,-75,20,-87,,
1696983464,MACOS,Airport,,,,uniwide,f0:9e:63:14:66:8e,,2.4GHz,132,-87,40,-94,,
1696983464,MACOS,Airport,,,,Global_Students,08:cc:68:b4:ae:d4,,5GHz,1,-75,20,-87,,
1696983464,MACOS,Airport,,,,Global_Students,1c:e6:c7:f0:1a:8b,,2.4GHz,48,-91,40,-92,,
1696983464,MACOS,Airport,,,,eduroam,d0:72:dc:53:5d:4f,,2.4GHz,132,-67,40,-92,,
1696983464,MACOS,Airport,,,,NOKIA-F953,dc:8d:8a:9e:f9:5d,,2.4GHz,161,-71,80,-94,,
1696983464,MACOS,Airport,,,,UNSW Guest,f0:9e:63:1c:b4:62,,5GHz,1,-88,20,-90,,
1696983464,MACOS,Airport,,,,UNSW Guest,08:cc:68:b4:a1:6c,,2.4GHz,64,-89,40,-94,,
1696983464,MACOS,Airport,,,,uniwide,5c:e1:76:0a:15:4e,,2.4GHz,132,-83,40,-91,,
1696983464,MACOS,Airport,,,,eduroam,58:ac:78:5e:73:31,,5GHz,6,-79,20,-89,,
1696983464,MACOS,Airport,,,,B-Link,68:ff:7b:4d:34:22,,5GHz,1,-79,40,-90,,
1696983464,MACOS,Airport,,,,uniwide,a0:0f:37:4c:9f:8f,,2.4GHz,108,-87,40,-92,,
1696983464,MACOS,Airport,,,,Global_Students,a8:9d:21:5c:c2:fb,,2.4GHz,132,-88,40,-95,,
1696983464,MACOS,Airport,,,,eduroam,1c:e6:c7:f0:25:40,,5GHz,1,-78,20,-90,,
1696983464,MACOS,Airport,,,,Global_Students,d0:c7:89:67:82:b3,,2.4GHz,149,-85,20,-94,,
1696983464,MACOS,Airport,,,,UNSW Guest,f0:9e:63:14:94:ad,,2.4GHz,132,-90,40,-95,,
1696983464,MACOS,Airport,,,,Global_Students,a0:0f:37:4c:9f:8d,,2.4GHz,108,-87,40,-92,,
1696983464,MACOS,Airport,,,,UNSW Guest,f0:9e:63:14:94:6d,,2.4GHz,44,-87,40,-93,,
1696983464,MACOS,Airport,,,,eduroam,1c:e6:c7:3e:61:ce,,2.4GHz,36,-88,40,-94,,
1696983464,MACOS,Airport,,,,eduroam,d0:c7:89:67:82:b7,,2.4GHz,149,-82,20,-94,,
1696983464,MACOS,Airport,,,,Global_Students,1c:e6:c7:3e:61:cd,,2.4GHz,36,-89,40,-94,,
1696983464,MACOS,Airport,,,,ANFF_STAFF2,9a:a6:7e:57:1f:93,,2.4GHz,157,-85,80,-95,,
1696983464,MACOS,Airport,,,,uniwide,f0:9e:63:1d:e4:2e,,2.4GHz,100,-78,40,-93,,
1696983464,MACOS,Airport,,,,Global_Students,f0:9e:63:14:94:ac,,2.4GHz,132,-90,40,-95,,
1696983464,MACOS,Airport,,,,uniwide,84:78:ac:c0:5c:3e,,2.4GHz,52,-90,40,-94,,
1696983464,MACOS,Airport,,,,Global_Students,f0:9e:63:14:ab:cc,,2.4GHz,36,-73,40,-93,,
1696983464,MACOS,Airport,,,,Global_Students,1c:e6:c7:f0:1a:83,,2.4GHz,48,-91,40,-92,,
1696983464,MACOS,Airport,,,,uniwide,1c:e6:c7:f0:25:41,,5GHz,1,-73,20,-87,,
1696983464,MACOS,Airport,,,,UNSW Guest,5c:e1:76:0a:15:4d,,2.4GHz,132,-81,40,-91,,
1696983464,MACOS,Airport,,,,eduroam,a8:9d:21:5f:4c:10,,5GHz,11,-64,20,-89,,
1696983464,MACOS,Airport,,,,eduroam,1c:e6:c7:f0:25:4f,,2.4GHz,36,-80,40,-94,,
1696983464,MACOS,Airport,,,,Global_Students,1c:e6:c7:3e:61:c5,,2.4GHz,36,-89,40,-96,,
1696983464,MACOS,Airport,,,,eduroam,1c:e6:c7:f0:1a:17,,2.4GHz,64,-84,40,-96,,
1696983464,MACOS,Airport,,,,Global_Students,08:cc:68:b4:92:5b,,2.4GHz,64,-83,40,-94,,
1696983464,MACOS,Airport,,,,Global_Students,d0:c7:89:67:82:bb,,2.4GHz,149,-90,40,-95,,
1696983464,MACOS,Airport,,,,eduroam,5c:e1:76:0a:15:4f,,2.4GHz,132,-82,40,-91,,
