Time,OS,Network Interface,GPS Latitude,GPS Longitude,GPS Accuracy (meters),SSID,BSSID,Wi-Fi Standard,Frequency,Network Channel,Channel Width (in MHz),RSSI (in dBm),Noise Level (in dBm),Public IP Address,Network Delay (in ms)
1697156522,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,uniwide,d0:72:dc:3b:01:31,802.11n,5GHz,6,-77,20,-86,,
1697156522,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,1c:e6:c7:3e:61:c4,802.11ac,2.4GHz,36,-86,40,-93,,
1697156522,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,uniwide,58:97:1e:56:4d:26,802.11ac,2.4GHz,44,-88,40,-95,,
1697156522,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,HA Staff,7e:45:58:21:19:d9,802.11n,5GHz,11,-87,20,-83,,
1697156522,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,1c:e6:c7:3e:db:24,802.11ac,2.4GHz,64,-75,40,-93,,
1697156522,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,1c:e6:c7:3e:db:24,802.11n,2.4GHz,64,-75,40,-93,,
1697156534,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,Global_Students,1c:e6:c7:3e:db:24,802.11ac,5GHz,11,-82,20,-83,,
1697156534,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,Global_Students,1c:e6:c7:3e:db:24,802.11n,5GHz,11,-82,20,-83,,
1697156522,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,Global_Students,08:cc:68:b4:58:14,802.11n,5GHz,6,-77,20,-84,,
1697156522,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,08:cc:68:b4:af:4c,802.11ac,2.4GHz,100,-86,40,-93,,
1697156522,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,08:cc:68:b4:7f:7c,802.11ac,2.4GHz,52,-93,40,-94,,
1697156522,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,uniwide,08:cc:68:b5:f2:91,802.11n,5GHz,11,-75,20,-84,129.94.8.23,timeout
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,08:cc:68:b5:f2:fc,802.11ac,2.4GHz,132,-84,40,-95,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,eduroam,08:cc:68:b4:5f:df,802.11ac,2.4GHz,44,-74,40,-93,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,a8:9d:21:5c:c2:fc,802.11ac,2.4GHz,132,-85,40,-95,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,Global_Students,d0:72:dc:3b:01:3b,802.11ac,2.4GHz,149,-80,40,-93,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,58:97:1e:56:4d:2c,802.11n,2.4GHz,44,-90,40,-95,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,eduroam,d0:72:dc:5c:0e:bf,802.11ac,2.4GHz,100,-89,40,-94,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,Global_Students,08:cc:68:b5:da:d4,802.11n,5GHz,6,-76,20,-81,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,a0:0f:37:4c:09:ec,802.11ac,2.4GHz,132,-88,40,-95,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,uniwide,a8:9d:21:5c:c2:f1,802.11n,5GHz,1,-71,20,-82,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,eduroam,08:cc:68:b5:f2:90,802.11n,5GHz,11,-67,20,-82,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,uniwide,a0:0f:37:4c:09:ef,802.11ac,2.4GHz,132,-88,40,-95,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,uniwide,1c:e6:c7:e0:1a:26,802.11ac,2.4GHz,64,-85,40,-93,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,1c:e6:c7:f0:16:4c,802.11n,2.4GHz,149,-93,40,-94,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,eduroam,1c:e6:c7:e0:1a:27,802.11ac,2.4GHz,64,-84,40,-93,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,uniwide,08:cc:68:b4:54:ce,802.11ac,2.4GHz,36,-77,40,-95,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,Global_Students,1c:e6:c7:3e:db:74,802.11ac,5GHz,6,-84,20,-86,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,Global_Students,1c:e6:c7:3e:db:74,802.11n,5GHz,6,-84,20,-86,,
1697156534,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,1c:e6:c7:3e:db:74,802.11ac,2.4GHz,44,-77,40,-95,,
1697156534,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,1c:e6:c7:3e:db:74,802.11n,2.4GHz,44,-77,40,-95,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,UNSW Guest,08:cc:68:b5:da:d3,802.11n,5GHz,6,-73,20,-81,,
1697156533,MACOS,Airport,-33.91770850981939,151.2292116188372,5.830951894845301,eduroam,a8:9d:21:5c:c2:ff,802.11ac,2.4GHz,132,-84,40,-96,,
