Time,OS,Network Interface,GPS Latitude,GPS Longitude,GPS Accuracy (meters),SSID,BSSID,Wi-Fi Standard,Frequency,Network Channel,Channel Width (in MHz),RSSI (in dBm),Noise Level (in dBm),Public IP Address,Network Delay (in ms)
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,HA Staff,7e:45:58:1d:fe:05,802.11n,5GHz,6,-89,20,-86,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,uniwide,1c:e6:c7:3e:da:b1,802.11n,5GHz,1,-78,20,-86,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,eduroam,08:cc:68:b4:7f:7f,802.11ac,2.4GHz,52,-92,40,-95,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,eduroam,1c:e6:c7:3e:60:c6,802.11ac,2.4GHz,52,-91,40,-95,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,MyRouter,28:74:f5:65:90:e7,802.11ax,5GHz,2,-82,20,-87,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,eduroam,a8:9d:21:5c:c2:f0,802.11n,5GHz,1,-54,20,-86,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,eduroam,a0:0f:37:4c:9f:8e,802.11ac,2.4GHz,108,-83,40,-94,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,AT_401_RAC_056905_WW_dae1,de:03:98:9f:da:e1,802.11n,5GHz,11,-83,20,-84,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,uniwide,a0:0f:37:4c:9f:8f,802.11ac,2.4GHz,108,-83,40,-94,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,UNSW Guest,08:cc:68:b4:5f:d3,802.11n,5GHz,11,-83,20,-85,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Guest-Shalom,84:18:3a:98:5c:28,802.11n,5GHz,11,-85,20,-85,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,UNSW Guest,1c:e6:c7:3e:60:c4,802.11ac,2.4GHz,52,-88,40,-95,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,AC05,e6:46:9a:3d:68:94,802.11g,5GHz,4,-87,20,-84,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Warrane Staff,78:45:58:21:0c:e6,802.11n,5GHz,1,-83,20,-86,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,DIRECT-B8-HP M479fdw Color LJ,86:69:93:db:12:b8,802.11n,5GHz,6,-86,20,-83,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Global_Students,1c:e6:c7:3e:60:c5,802.11ac,2.4GHz,52,-89,40,-95,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,UNSW Guest,a0:0f:37:4c:9f:8c,802.11ac,2.4GHz,108,-84,40,-94,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,eduroam,a8:9d:21:5c:c2:ff,802.11ac,2.4GHz,132,-61,40,-94,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,eduroam,a0:0f:37:4c:9f:81,802.11n,5GHz,11,-84,20,-85,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,睡软床会腰疼,2a:27:57:0d:f3:8a,802.11ax,2.4GHz,149,-89,80,-94,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Warrane Guest,82:45:58:1d:f3:9f,802.11n,5GHz,11,-78,20,-84,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Warrane Staff,78:45:58:1d:fe:05,802.11n,5GHz,6,-89,20,-86,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Warrane Staff,78:45:58:1d:fb:e8,802.11n,5GHz,1,-89,20,-86,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,eduroam,7c:0e:ce:dc:5d:00,802.11n,5GHz,6,-65,20,-87,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,UNSW Guest,7c:0e:ce:dc:5d:02,802.11n,5GHz,6,-65,20,-87,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,uniwide,a8:9d:21:5c:c2:fe,802.11ac,2.4GHz,132,-76,40,-94,129.94.8.23,3.754
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Global_Students,a8:9d:21:5c:c2:f4,802.11n,5GHz,1,-54,20,-86,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,uniwide,08:cc:68:b4:af:4f,802.11ac,2.4GHz,100,-92,40,-93,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Shania’s iPhone,82:7c:b7:e2:1f:4e,802.11ax,2.4GHz,149,-85,80,-94,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,HA Staff,7e:45:58:1d:f8:ff,802.11n,5GHz,6,-84,20,-83,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,UNSW Guest,a8:9d:21:5c:c2:f3,802.11n,5GHz,1,-81,20,-86,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Global_Students,1c:e6:c7:3e:da:b4,802.11ac,5GHz,1,-78,20,-86,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Global_Students,1c:e6:c7:3e:da:b4,802.11n,5GHz,1,-78,20,-86,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,Global_Students,7c:0e:ce:dc:5d:03,802.11n,5GHz,6,-64,20,-87,,
1697069997,MACOS,Airport,-33.91725185813454,151.2268013441253,5.830951894845301,uniwide,a8:9d:21:5c:c2:f1,802.11n,5GHz,1,-54,20,-86,,
