Time,OS,Network Interface,GPS Latitude,GPS Longitude,GPS Accuracy (meters),SSID,BSSID,Wi-Fi Standard,Frequency,Network Channel,Channel Width (in MHz),RSSI (in dBm),Noise Level (in dBm),Public IP Address,Network Delay (in ms)
1697167996,MACOS,Airport,,,,uniwide,1c:e6:c7:3e:60:c7,,2.4GHz,64,-85,40,-94,,
1697167996,MACOS,Airport,,,,UNSW Guest,08:cc:68:b4:51:dc,,2.4GHz,52,-75,40,-95,,
1697167996,MACOS,Airport,,,,eduroam,08:cc:68:b4:51:df,,2.4GHz,52,-75,40,-95,,
1697167996,MACOS,Airport,,,,Global_Students,1c:e6:c7:5b:68:05,,2.4GHz,149,-88,40,-95,,
1697167996,MACOS,Airport,,,,UNSW Guest,d0:72:dc:53:63:3c,,2.4GHz,64,-80,40,-94,,
1697167996,MACOS,Airport,,,,UNSW Guest,a0:0f:37:4c:7b:0c,,2.4GHz,108,-87,40,-94,,
1697167996,MACOS,Airport,,,,uniwide,08:cc:68:b4:51:de,,2.4GHz,52,-76,40,-95,,
1697167996,MACOS,Airport,,,,eduroam,d0:72:dc:5c:0a:de,,2.4GHz,100,-79,40,-94,,
1697167996,MACOS,Airport,,,,uniwide,08:cc:68:b4:7f:7e,,2.4GHz,52,-76,40,-94,,
1697167996,MACOS,Airport,,,,Global_Students,08:cc:68:b4:5f:5d,,2.4GHz,132,-72,40,-95,,
1697167996,MACOS,Airport,,,,UNSW Guest,08:cc:68:b4:5f:dc,,2.4GHz,100,-91,40,-95,,
1697167996,MACOS,Airport,,,,eduroam,a0:0f:37:4c:09:ee,,2.4GHz,132,-78,40,-95,,
1697167996,MACOS,Airport,,,,eduroam,08:cc:68:b5:9c:30,,5GHz,1,-82,20,-83,,
1697167996,MACOS,Airport,,,,Global_Students,08:cc:68:b4:51:d4,,5GHz,6,-65,20,-83,,
1697167996,MACOS,Airport,,,,eduroam,a8:9d:21:5c:c2:ff,,2.4GHz,132,-82,40,-94,,
1697167996,MACOS,Airport,,,,UNSW Guest,a0:0f:37:4c:e6:8c,,2.4GHz,52,-90,40,-94,,
1697167996,MACOS,Airport,,,,eduroam,08:cc:68:b4:7f:7f,,2.4GHz,52,-77,40,-94,,
1697167996,MACOS,Airport,,,,Global_Students,08:cc:68:b4:5f:db,,2.4GHz,100,-92,40,-94,,
1697167996,MACOS,Airport,,,,_Superloop-NewCollege5Ghz,d8:38:fc:df:12:cc,,2.4GHz,104,-89,20,-94,,
1697167996,MACOS,Airport,,,,UNSW Guest,08:cc:68:b4:58:1c,,2.4GHz,100,-86,40,-93,,
1697167996,MACOS,Airport,,,,eduroam,58:97:1e:56:4d:27,,2.4GHz,44,-89,40,-95,,
1697167996,MACOS,Airport,,,,uniwide,a0:0f:37:4c:9f:8f,,2.4GHz,112,-85,40,-94,,
1697167996,MACOS,Airport,,,,uniwide,d0:72:dc:53:63:3f,,2.4GHz,64,-81,40,-94,,
1697167996,MACOS,Airport,,,,eduroam,08:cc:68:b4:5f:5e,,2.4GHz,132,-72,40,-95,,
1697167996,MACOS,Airport,,,,Global_Students,a8:9d:21:5c:c2:fb,,2.4GHz,132,-81,40,-94,,
1697167996,MACOS,Airport,,,,UNSW Guest,08:cc:68:b4:7f:73,,5GHz,6,-69,20,-83,,
1697167996,MACOS,Airport,,,,Global_Students,a0:0f:37:4c:9f:8d,,2.4GHz,112,-85,40,-94,,
1697167996,MACOS,Airport,,,,Global_Students,08:cc:68:b4:8d:74,,5GHz,1,-79,20,-80,,
1697167996,MACOS,Airport,,,,Warrane Guest,26:5a:4c:b5:79:fe,,2.4GHz,40,-88,40,-94,,
1697167996,MACOS,Airport,,,,eduroam,a0:0f:37:4c:e6:81,,5GHz,1,-83,20,-80,,
1697167996,MACOS,Airport,,,,Warrane Staff,24:5a:4c:95:79:fd,,5GHz,11,-79,20,-80,,
1697167996,MACOS,Airport,,,,uniwide,08:cc:68:b4:8d:71,,5GHz,1,-79,20,-85,,
1697167996,MACOS,Airport,,,,uniwide,08:cc:68:b4:8d:7e,,2.4GHz,64,-83,40,-94,,
1697167996,MACOS,Airport,,,,AC12-5G,a4:2b:8c:57:10:a5,,2.4GHz,44,-83,40,-94,,
1697167996,MACOS,Airport,,,,uniwide,58:97:1e:56:4d:26,,2.4GHz,44,-90,40,-95,,
1697167996,MACOS,Airport,,,,Global_Students,08:cc:68:b4:58:14,,5GHz,6,-74,20,-83,,
1697167996,MACOS,Airport,,,,Global_Students,1c:e6:c7:3e:61:c5,,2.4GHz,36,-84,40,-95,,
1697167996,MACOS,Airport,,,,UNSW Guest,1c:e6:c7:0d:6c:d3,,5GHz,6,-81,20,-83,,
1697167996,MACOS,Airport,,,,Global_Students,08:cc:68:b4:5f:d4,,5GHz,11,-74,20,-80,,
1697167996,MACOS,Airport,,,,HA Staff,82:45:58:22:18:b7,,2.4GHz,44,-91,40,-94,,
1697167996,MACOS,Airport,,,,uniwide,1c:e6:c7:e0:1f:21,,5GHz,1,-79,20,-87,,
1697167996,MACOS,Airport,,,,HA Staff,26:5a:4c:95:79:fd,,5GHz,11,-82,20,-80,,
1697167996,MACOS,Airport,,,,eduroam,a0:0f:37:4c:7b:0e,,2.4GHz,108,-87,40,-94,,
1697167996,MACOS,Airport,,,,eduroam,08:cc:68:b4:58:1f,,2.4GHz,100,-86,40,-93,,
1697167996,MACOS,Airport,,,,Global_Students,a0:0f:37:4c:09:ed,,2.4GHz,132,-81,40,-95,,
