Date,Name,Latitude,Longitude,Altitude (m),Notes
2023-10-13 14:42:27.89,13 Oct 2023 at 2:42 PM,-33.91777565942772,151.2301092011411,41.11168546415865,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:37:06.20,13 Oct 2023 at 2:37 PM,-33.91718261954452,151.2262154687078,28.70519050769508,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:36:01.80,13 Oct 2023 at 2:36 PM,-33.91723956405804,151.2268336921119,29.2558854687959,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:35:04.44,13 Oct 2023 at 2:35 PM,-33.91726117602842,151.2273223311275,31.72321057040244,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:33:14.56,13 Oct 2023 at 2:33 PM,-33.91742398937558,151.2282971858371,31.34589140396565,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:31:37.65,13 Oct 2023 at 2:31 PM,-33.91767950211714,151.2291934530316,33.75938938558102,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:30:22.96,13 Oct 2023 at 2:30 PM,-33.9182015686442,151.2289693671189,31.51473502162844,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:29:32.55,13 Oct 2023 at 2:29 PM,-33.91782889431511,151.2286128396892,30.83337877783924,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:28:02.43,13 Oct 2023 at 2:28 PM,-33.9177337193868,151.2277537653205,31.88158418331295,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:26:27.14,13 Oct 2023 at 2:26 PM,-33.91803158423421,151.2269954090508,34.33540757652372,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:25:16.84,13 Oct 2023 at 2:25 PM,-33.91851988448173,151.2272070648759,29.60261579789221,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:24:08.33,13 Oct 2023 at 2:24 PM,-33.91892739925454,151.2270263172509,30.17354458011687,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:23:01.51,13 Oct 2023 at 2:23 PM,-33.91901312330657,151.227536666757,30.24546736571938,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:21:47.49,13 Oct 2023 at 2:21 PM,-33.91911140707417,151.2281874387459,29.30157396290451,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:20:42.26,13 Oct 2023 at 2:20 PM,-33.91887182831945,151.2288046352353,30.68420846294612,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:19:43.02,13 Oct 2023 at 2:19 PM,-33.91853688972922,151.2290449828611,32.1289397161454,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:18:23.10,13 Oct 2023 at 2:18 PM,-33.91923396282587,151.2291430544295,31.04071088321507,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:17:25.85,13 Oct 2023 at 2:17 PM,-33.91899526519376,151.2296103712491,32.51999249495566,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:16:20.56,13 Oct 2023 at 2:16 PM,-33.91932611405157,151.2299852250642,33.37207993678749,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:15:08.61,13 Oct 2023 at 2:15 PM,-33.91890437997029,151.2301267056797,33.5640325807035,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:13:35.60,13 Oct 2023 at 2:13 PM,-33.91903154316958,151.2308796787935,36.87029990833253,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:12:55.21,13 Oct 2023 at 2:12 PM,-33.91888860007508,151.2309180480263,37.33580298162997,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:11:04.89,13 Oct 2023 at 2:11 PM,-33.91815725815324,151.2309536892639,41.00624822452664,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:11:53.52,13 Oct 2023 at 2:11 PM,-33.91851208334626,151.2309690926752,39.7707749446854,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:09:45.70,13 Oct 2023 at 2:09 PM,-33.9181830041844,151.2315643581002,45.71029549092054,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-13 14:05:58.14,13 Oct 2023 at 2:05 PM,-33.9180855503534,151.2320644433443,47.72036276012659,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
