Date,Name,Latitude,Longitude,Altitude (m),Notes
2023-10-12 11:45:22.46,12 Oct 2023 at 11:45 AM,-33.91782938040226,151.2301141397573,61.50079917907715,"Horizontal Accuracy: ± 4 m
Vertical Accuracy: ± 6 m"
2023-10-12 11:39:55.88,12 Oct 2023 at 11:39 AM,-33.91717590905373,151.2262334148253,29.74185523204505,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:38:54.54,12 Oct 2023 at 11:38 AM,-33.91725185813454,151.2268013441253,29.66771067585796,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:37:47.73,12 Oct 2023 at 11:37 AM,-33.91729844524183,151.2273416358361,32.33972325269133,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:36:14.81,12 Oct 2023 at 11:36 AM,-33.91742637274093,151.2283068418821,32.79503291845322,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:34:33.99,12 Oct 2023 at 11:34 AM,-33.9176910659457,151.2292110724431,33.08789145387709,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:33:12.58,12 Oct 2023 at 11:33 AM,-33.91823324504947,151.2289575830811,31.04237325116992,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:32:13.61,12 Oct 2023 at 11:32 AM,-33.91787044211492,151.2286622542681,31.44915064331144,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:30:20.35,12 Oct 2023 at 11:30 AM,-33.91775708960295,151.2277534861827,31.52626876812428,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:28:56.07,12 Oct 2023 at 11:28 AM,-33.91807184093798,151.2270111640582,32.71386507339776,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:27:38.30,12 Oct 2023 at 11:27 AM,-33.91853300505561,151.2272244101396,28.98645535670221,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:26:31.79,12 Oct 2023 at 11:26 AM,-33.91893589781114,151.2270506235235,28.73335918970406,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:25:04.37,12 Oct 2023 at 11:25 AM,-33.91902273340663,151.227626165232,29.12253785692155,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:22:18.03,12 Oct 2023 at 11:22 AM,-33.91910176056761,151.2282070147803,29.19031157530844,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:20:58.29,12 Oct 2023 at 11:20 AM,-33.91887601041869,151.2287751023758,29.94525404646993,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:19:59.31,12 Oct 2023 at 11:19 AM,-33.91853504093032,151.2290591057054,30.85374625492841,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:15:38.98,12 Oct 2023 at 11:15 AM,-33.91922195686515,151.229163461486,31.18747343681753,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:14:41.51,12 Oct 2023 at 11:14 AM,-33.91900435039837,151.2296471753655,32.12361813243479,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:13:35.47,12 Oct 2023 at 11:13 AM,-33.91933616626027,151.2299770978143,34.10133633296937,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:12:28.82,12 Oct 2023 at 11:12 AM,-33.91894763070252,151.2301447273916,33.60268820822239,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:10:12.46,12 Oct 2023 at 11:10 AM,-33.9189099002252,151.2308851587985,37.22834496758878,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:10:59.81,12 Oct 2023 at 11:10 AM,-33.91912914775241,151.2308576924298,37.22036679647863,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:09:23.99,12 Oct 2023 at 11:09 AM,-33.91856906343445,151.2309646909367,40.01383628882468,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:05:38.26,12 Oct 2023 at 11:05 AM,-33.91816815100133,151.2309510300788,41.3665616363287,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:04:21.67,12 Oct 2023 at 11:04 AM,-33.9181714647792,151.2315432787642,44.78879222553223,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-12 11:02:02.94,12 Oct 2023 at 11:02 AM,-33.91807931274746,151.2321082966509,48.58503001742065,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
