Date,Name,Latitude,Longitude,Altitude (m),Notes
2023-10-11 11:48:54.52,11 Oct 2023 at 11:48 AM,-33.9177225527305,151.2301774005645,41.30604166537523,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:42:54.53,11 Oct 2023 at 11:42 AM,-33.91716309012116,151.2262283934231,29.55196010041982,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:41:42.24,11 Oct 2023 at 11:41 AM,-33.91724987984951,151.2267425275152,29.86211564857513,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:40:12.45,11 Oct 2023 at 11:40 AM,-33.91733679456373,151.227291318684,33.05566218774766,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:38:19.02,11 Oct 2023 at 11:38 AM,-33.91743992150197,151.2282445486202,32.38389427773654,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:36:01.20,11 Oct 2023 at 11:36 AM,-33.91763529793667,151.2291404715984,33.95416197180748,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:34:00.72,11 Oct 2023 at 11:34 AM,-33.91822293028825,151.2289620347351,30.18031360860914,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:32:10.67,11 Oct 2023 at 11:32 AM,-33.91782155081555,151.22856126776,30.63788008876145,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:30:50.36,11 Oct 2023 at 11:30 AM,-33.91773556532385,151.2277435812296,31.44508209638298,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:29:19.32,11 Oct 2023 at 11:29 AM,-33.91806925376604,151.2269950578031,30.4794987142086,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:28:00.93,11 Oct 2023 at 11:28 AM,-33.91851023126566,151.2272160937833,29.12832701113075,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:26:35.74,11 Oct 2023 at 11:26 AM,-33.91895557030762,151.2270595613528,29.48654415272176,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:25:18.64,11 Oct 2023 at 11:25 AM,-33.91902238691218,151.2276338824848,29.87538255006075,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:23:16.40,11 Oct 2023 at 11:23 AM,-33.9191072747455,151.2282788438607,29.73667645920068,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:22:08.07,11 Oct 2023 at 11:22 AM,-33.91884540083279,151.228790727562,30.55394591297954,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:20:14.63,11 Oct 2023 at 11:20 AM,-33.91853882056637,151.2290421336694,30.45771936047822,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:18:37.00,11 Oct 2023 at 11:18 AM,-33.91925469137419,151.2291182301065,31.18428192753345,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:17:43.90,11 Oct 2023 at 11:17 AM,-33.91899346394501,151.229617176675,31.30552928335965,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:16:37.43,11 Oct 2023 at 11:16 AM,-33.91934940787184,151.2300254153003,36.15725099481642,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:15:35.91,11 Oct 2023 at 11:15 AM,-33.91891306720144,151.2301109251897,33.39502251613885,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:13:42.36,11 Oct 2023 at 11:13 AM,-33.91908605521824,151.2309091270666,38.99003392457962,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:12:38.11,11 Oct 2023 at 11:12 AM,-33.91890803736793,151.2309480453194,38.73189356271178,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:11:06.04,11 Oct 2023 at 11:11 AM,-33.91816601975369,151.2309761915492,41.26476923469454,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:11:46.75,11 Oct 2023 at 11:11 AM,-33.91848798795387,151.2309512156541,38.89209330547601,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:07:16.97,11 Oct 2023 at 11:07 AM,-33.91817006863047,151.2315346614792,43.48626459296793,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-10-11 11:05:17.60,11 Oct 2023 at 11:05 AM,-33.91806927047104,151.2320423127629,45.45453453063965,"Horizontal Accuracy: ± 4 m
Vertical Accuracy: ± 3 m"
